Year,Series_ID,Series,Unit,Value
2019,2629,Age-standardized mortality rate attributed to ambient air pollution,"Per 100,000 population",38.0
2019,2808,Age-standardized mortality rate attributed to household air pollution,Number of deaths,15950.96
2019,2602,Age-standardized mortality rate attributed to household air pollution,"Per 100,000 population",166.0
2019,4914,Age-standardized mortality rate attributed to household and ambient air pollution,"Per 100,000 population, men",212.47144
2019,4916,Age-standardized mortality rate attributed to household and ambient air pollution,"Per 100,000 population, women",167.7406
2019,4902,Ambient air pollution attributable death rate (WHO),"Per 100,000 population",19.03321
2019,4903,Ambient air pollution attributable death rate (WHO),"Per 100,000 population, men",22.1522
2019,4904,Ambient air pollution attributable death rate (WHO),"Per 100,000 population, women",15.7807
2019,4905,"Ambient air pollution attributable death rate (WHO, age-standardized)","Per 100,000 population",37.61209
2019,4906,"Ambient air pollution attributable death rate (WHO, age-standardized)","Per 100,000 population, men",44.2775
2019,4907,"Ambient air pollution attributable death rate (WHO, age-standardized)","Per 100,000 population, women",31.27367
2019,4917,Crude death rate attributed to household and ambient air pollution,"Per 100,000 population, men",104.58959
2019,4918,Crude death rate attributed to household and ambient air pollution,"Per 100,000 population, women",84.80288
2019,4908,Household air pollution attributable death rate (WHO),"Per 100,000 population",83.12584
2019,4909,Household air pollution attributable death rate (WHO),"Per 100,000 population, men",90.55999
2019,4910,Household air pollution attributable death rate (WHO),"Per 100,000 population, women",75.37346
2019,4911,"Household air pollution attributable death rate (WHO, age-standardized)","Per 100,000 population",166.26516
2019,4912,"Household air pollution attributable death rate (WHO, age-standardized)","Per 100,000 population, men",184.16508
2019,4913,"Household air pollution attributable death rate (WHO, age-standardized)","Per 100,000 population, women",149.07156
