Year,Series_ID,Series,Unit,Value
2000,2572,Tuberculosis incidence rate,"Per 100,000 population",432
2001,2572,Tuberculosis incidence rate,"Per 100,000 population",432
2002,2572,Tuberculosis incidence rate,"Per 100,000 population",432
2003,2572,Tuberculosis incidence rate,"Per 100,000 population",432
2004,2572,Tuberculosis incidence rate,"Per 100,000 population",432
2005,2572,Tuberculosis incidence rate,"Per 100,000 population",432
2006,2572,Tuberculosis incidence rate,"Per 100,000 population",432
2007,2572,Tuberculosis incidence rate,"Per 100,000 population",432
2008,2572,Tuberculosis incidence rate,"Per 100,000 population",432
2009,2572,Tuberculosis incidence rate,"Per 100,000 population",432
2010,2572,Tuberculosis incidence rate,"Per 100,000 population",432
2011,2572,Tuberculosis incidence rate,"Per 100,000 population",432
2012,2572,Tuberculosis incidence rate,"Per 100,000 population",432
2013,2572,Tuberculosis incidence rate,"Per 100,000 population",432
2014,2572,Tuberculosis incidence rate,"Per 100,000 population",432
2015,2572,Tuberculosis incidence rate,"Per 100,000 population",432
2016,2572,Tuberculosis incidence rate,"Per 100,000 population",432
2017,2572,Tuberculosis incidence rate,"Per 100,000 population",432
2018,2572,Tuberculosis incidence rate,"Per 100,000 population",432
2019,2572,Tuberculosis incidence rate,"Per 100,000 population",432
2020,2572,Tuberculosis incidence rate,"Per 100,000 population",432
2021,2572,Tuberculosis incidence rate,"Per 100,000 population",432
2022,2572,Tuberculosis incidence rate,"Per 100,000 population",432
2023,2572,Tuberculosis incidence rate,"Per 100,000 population",402
