Year,Series_ID,Series,Unit,Value
2000,434,"GDP per capita growth rate (2015 US dollars, average annual)",% change per capita per annum,-5.8
2001,434,"GDP per capita growth rate (2015 US dollars, average annual)",% change per capita per annum,-3.4
2002,434,"GDP per capita growth rate (2015 US dollars, average annual)",% change per capita per annum,-1.4
2003,434,"GDP per capita growth rate (2015 US dollars, average annual)",% change per capita per annum,1.0
2004,434,"GDP per capita growth rate (2015 US dollars, average annual)",% change per capita per annum,-2.7
2005,434,"GDP per capita growth rate (2015 US dollars, average annual)",% change per capita per annum,0.6
2006,434,"GDP per capita growth rate (2015 US dollars, average annual)",% change per capita per annum,-0.9
2007,434,"GDP per capita growth rate (2015 US dollars, average annual)",% change per capita per annum,4.5
2008,434,"GDP per capita growth rate (2015 US dollars, average annual)",% change per capita per annum,-3.3
2009,434,"GDP per capita growth rate (2015 US dollars, average annual)",% change per capita per annum,3.6
2010,434,"GDP per capita growth rate (2015 US dollars, average annual)",% change per capita per annum,6.9
2011,434,"GDP per capita growth rate (2015 US dollars, average annual)",% change per capita per annum,-1.8
2012,434,"GDP per capita growth rate (2015 US dollars, average annual)",% change per capita per annum,1.8
2013,434,"GDP per capita growth rate (2015 US dollars, average annual)",% change per capita per annum,1.1
2014,434,"GDP per capita growth rate (2015 US dollars, average annual)",% change per capita per annum,10.6
2015,434,"GDP per capita growth rate (2015 US dollars, average annual)",% change per capita per annum,3.9
2016,434,"GDP per capita growth rate (2015 US dollars, average annual)",% change per capita per annum,2.9
2017,434,"GDP per capita growth rate (2015 US dollars, average annual)",% change per capita per annum,1.1
2018,434,"GDP per capita growth rate (2015 US dollars, average annual)",% change per capita per annum,-2.6
2019,434,"GDP per capita growth rate (2015 US dollars, average annual)",% change per capita per annum,2.1
2020,434,"GDP per capita growth rate (2015 US dollars, average annual)",% change per capita per annum,-5.2
2021,434,"GDP per capita growth rate (2015 US dollars, average annual)",% change per capita per annum,-2.7
2022,434,"GDP per capita growth rate (2015 US dollars, average annual)",% change per capita per annum,3.2
2023,434,"GDP per capita growth rate (2015 US dollars, average annual)",% change per capita per annum,0.8
