"Year","Series_ID","Series","Unit","Value"
"2000",924,"Developing countries’ and least developed countries’ share of global merchandise exports","% of world merchandise exports",0.03208
"2001",924,"Developing countries’ and least developed countries’ share of global merchandise exports","% of world merchandise exports",0.02914
"2002",924,"Developing countries’ and least developed countries’ share of global merchandise exports","% of world merchandise exports",0.02525
"2003",924,"Developing countries’ and least developed countries’ share of global merchandise exports","% of world merchandise exports",0.02907
"2004",924,"Developing countries’ and least developed countries’ share of global merchandise exports","% of world merchandise exports",0.02767
"2005",924,"Developing countries’ and least developed countries’ share of global merchandise exports","% of world merchandise exports",0.03117
"2006",924,"Developing countries’ and least developed countries’ share of global merchandise exports","% of world merchandise exports",0.03435
"2007",924,"Developing countries’ and least developed countries’ share of global merchandise exports","% of world merchandise exports",0.03339
"2008",924,"Developing countries’ and least developed countries’ share of global merchandise exports","% of world merchandise exports",0.03538
"2009",924,"Developing countries’ and least developed countries’ share of global merchandise exports","% of world merchandise exports",0.03499
"2010",924,"Developing countries’ and least developed countries’ share of global merchandise exports","% of world merchandise exports",0.03754
"2011",924,"Developing countries’ and least developed countries’ share of global merchandise exports","% of world merchandise exports",0.03768
"2012",924,"Developing countries’ and least developed countries’ share of global merchandise exports","% of world merchandise exports",0.0342
"2013",924,"Developing countries’ and least developed countries’ share of global merchandise exports","% of world merchandise exports",0.03142
"2014",924,"Developing countries’ and least developed countries’ share of global merchandise exports","% of world merchandise exports",0.04629
"2015",924,"Developing countries’ and least developed countries’ share of global merchandise exports","% of world merchandise exports",0.05106
"2016",924,"Developing countries’ and least developed countries’ share of global merchandise exports","% of world merchandise exports",0.0511
"2017",924,"Developing countries’ and least developed countries’ share of global merchandise exports","% of world merchandise exports",0.05609
"2018",924,"Developing countries’ and least developed countries’ share of global merchandise exports","% of world merchandise exports",0.05383
"2019",924,"Developing countries’ and least developed countries’ share of global merchandise exports","% of world merchandise exports",0.05756
"2020",924,"Developing countries’ and least developed countries’ share of global merchandise exports","% of world merchandise exports",0.05142
"2021",924,"Developing countries’ and least developed countries’ share of global merchandise exports","% of world merchandise exports",0.04971
"2022",924,"Developing countries’ and least developed countries’ share of global merchandise exports","% of world merchandise exports",0.05825
"2023",924,"Developing countries’ and least developed countries’ share of global merchandise exports","% of world merchandise exports",0.05061
"2000",926,"Developing countries’ and least developed countries’ share of global services exports","% of world services exports",0.01594
"2001",926,"Developing countries’ and least developed countries’ share of global services exports","% of world services exports",0.0187
"2002",926,"Developing countries’ and least developed countries’ share of global services exports","% of world services exports",0.01
"2003",926,"Developing countries’ and least developed countries’ share of global services exports","% of world services exports",0.01242
"2004",926,"Developing countries’ and least developed countries’ share of global services exports","% of world services exports",0.00917
"2005",926,"Developing countries’ and least developed countries’ share of global services exports","% of world services exports",0.01125
"2006",926,"Developing countries’ and least developed countries’ share of global services exports","% of world services exports",0.01038
"2007",926,"Developing countries’ and least developed countries’ share of global services exports","% of world services exports",0.00991
"2008",926,"Developing countries’ and least developed countries’ share of global services exports","% of world services exports",0.00889
"2009",926,"Developing countries’ and least developed countries’ share of global services exports","% of world services exports",0.00506
"2010",926,"Developing countries’ and least developed countries’ share of global services exports","% of world services exports",0.00776
"2011",926,"Developing countries’ and least developed countries’ share of global services exports","% of world services exports",0.00943
"2012",926,"Developing countries’ and least developed countries’ share of global services exports","% of world services exports",0.01037
"2013",926,"Developing countries’ and least developed countries’ share of global services exports","% of world services exports",0.00853
"2014",926,"Developing countries’ and least developed countries’ share of global services exports","% of world services exports",0.00401
"2015",926,"Developing countries’ and least developed countries’ share of global services exports","% of world services exports",0.00289
"2016",926,"Developing countries’ and least developed countries’ share of global services exports","% of world services exports",0.0024
"2017",926,"Developing countries’ and least developed countries’ share of global services exports","% of world services exports",0.0053
"2018",926,"Developing countries’ and least developed countries’ share of global services exports","% of world services exports",0.00488
"2019",926,"Developing countries’ and least developed countries’ share of global services exports","% of world services exports",0.00461
"2020",926,"Developing countries’ and least developed countries’ share of global services exports","% of world services exports",0.00188
"2021",926,"Developing countries’ and least developed countries’ share of global services exports","% of world services exports",0.00287
"2022",926,"Developing countries’ and least developed countries’ share of global services exports","% of world services exports",0.00143
