"Year","Series_ID","Series","Unit","Value"
"2000",422,"Seats held by women in national parliament","% of seats",1.83
"2001",422,"Seats held by women in national parliament","% of seats",1.83
"2002",422,"Seats held by women in national parliament","% of seats",1.83
"2003",422,"Seats held by women in national parliament","% of seats",0.92
"2004",422,"Seats held by women in national parliament","% of seats",0.92
"2005",422,"Seats held by women in national parliament","% of seats",0.92
"2006",422,"Seats held by women in national parliament","% of seats",0.92
"2007",422,"Seats held by women in national parliament","% of seats",0.92
"2008",422,"Seats held by women in national parliament","% of seats",0.92
"2009",422,"Seats held by women in national parliament","% of seats",0.92
"2010",422,"Seats held by women in national parliament","% of seats",0.92
"2011",422,"Seats held by women in national parliament","% of seats",0.92
"2012",422,"Seats held by women in national parliament","% of seats",0.92
"2013",422,"Seats held by women in national parliament","% of seats",2.7
"2014",422,"Seats held by women in national parliament","% of seats",2.7
"2015",422,"Seats held by women in national parliament","% of seats",2.7
"2016",422,"Seats held by women in national parliament","% of seats",2.7
"2017",422,"Seats held by women in national parliament","% of seats",2.7
"2018",422,"Seats held by women in national parliament","% of seats",0
"2019",422,"Seats held by women in national parliament","% of seats",0
"2020",422,"Seats held by women in national parliament","% of seats",0
"2021",422,"Seats held by women in national parliament","% of seats",0
"2022",422,"Seats held by women in national parliament","% of seats",0
"2023",422,"Seats held by women in national parliament","% of seats",1.74
"2024",422,"Seats held by women in national parliament","% of seats",2.7
