"Year","Series_ID","Series","Unit","Value"
"2019",743,"Employed population covered in the event of work injury","% of employed population",20.5
"2022",749,"Poor population receiving social assistance cash benefit","% of population",0
"2019",752,"Population covered by at least one social protection benefit","% of population",9.6
"2020",752,"Population covered by at least one social protection benefit","% of population",9.6
"2022",752,"Population covered by at least one social protection benefit","% of population",9.1
"2022",61,"Population covered by social assistance programs, poorest quintile (1st)","% of population",0
"2022",3650,"Population receiving disability cash benefits","% of female population with severe disabilities",0
"2022",3651,"Population receiving disability cash benefits","% of male population with severe disabilities",0
"2022",3652,"Population receiving disability cash benefits","% of population with severe disabilities",0
"2022",750,"Proportion of children/households receiving child/family cash benefit","% of children/household",0
"2022",4265,"Proportion of children/households receiving child/family cash benefit","% of children/household, female",0
"2022",4266,"Proportion of children/households receiving child/family cash benefit","% of children/household, male",0
"2000",470,"Proportion of population receiving a pension","% of population above statutory pensionable age",1
"2010",470,"Proportion of population receiving a pension","% of population above statutory pensionable age",0.9
"2019",470,"Proportion of population receiving a pension","% of population above statutory pensionable age",1.2
"2022",470,"Proportion of population receiving a pension","% of population above statutory pensionable age",1.9
"2019",486,"Unemployment benefit coverage","% of unemployed population",0
"2020",486,"Unemployment benefit coverage","% of unemployed population",0
"2019",741,"Unemployment benefit coverage","% of unemployed population, female",0
"2020",741,"Unemployment benefit coverage","% of unemployed population, female",0
"2019",742,"Unemployment benefit coverage","% of unemployed population, male",0
"2020",742,"Unemployment benefit coverage","% of unemployed population, male",0
"2022",4263,"Vulnerable population receiving social assistance cash benefit","% of vulnerable female population",0
"2022",4264,"Vulnerable population receiving social assistance cash benefit","% of vulnerable male population",0
"2022",748,"Vulnerable population receiving social assistance cash benefit","% of vulnerable population",0
