"Year","Series_ID","Series","Unit","Value"
"2010",333,"Road traffic deaths","Per 100,000 population",17.08342
"2011",333,"Road traffic deaths","Per 100,000 population",16.84055
"2012",333,"Road traffic deaths","Per 100,000 population",16.20149
"2013",333,"Road traffic deaths","Per 100,000 population",16.28882
"2014",333,"Road traffic deaths","Per 100,000 population",14.34594
"2015",333,"Road traffic deaths","Per 100,000 population",14.08669
"2016",333,"Road traffic deaths","Per 100,000 population",13.9015
"2017",333,"Road traffic deaths","Per 100,000 population",13.89697
"2018",333,"Road traffic deaths","Per 100,000 population",13.51195
"2019",333,"Road traffic deaths","Per 100,000 population",12.59498
"2021",333,"Road traffic deaths","Per 100,000 population",14.9
