"Year","Series_ID","Series","Unit","Value"
"2000",2597,"Neonatal mortality rate","Deaths per 1,000 live births",30.8
"2001",2597,"Neonatal mortality rate","Deaths per 1,000 live births",30.2
"2002",2597,"Neonatal mortality rate","Deaths per 1,000 live births",29.7
"2003",2597,"Neonatal mortality rate","Deaths per 1,000 live births",29.2
"2004",2597,"Neonatal mortality rate","Deaths per 1,000 live births",28.8
"2005",2597,"Neonatal mortality rate","Deaths per 1,000 live births",28.5
"2006",2597,"Neonatal mortality rate","Deaths per 1,000 live births",28.2
"2007",2597,"Neonatal mortality rate","Deaths per 1,000 live births",27.9
"2008",2597,"Neonatal mortality rate","Deaths per 1,000 live births",27.6
"2009",2597,"Neonatal mortality rate","Deaths per 1,000 live births",27.1
"2010",2597,"Neonatal mortality rate","Deaths per 1,000 live births",26.7
"2011",2597,"Neonatal mortality rate","Deaths per 1,000 live births",26.2
"2012",2597,"Neonatal mortality rate","Deaths per 1,000 live births",25.6
"2013",2597,"Neonatal mortality rate","Deaths per 1,000 live births",25.1
"2014",2597,"Neonatal mortality rate","Deaths per 1,000 live births",24.7
"2015",2597,"Neonatal mortality rate","Deaths per 1,000 live births",24.2
"2016",2597,"Neonatal mortality rate","Deaths per 1,000 live births",23.7
"2017",2597,"Neonatal mortality rate","Deaths per 1,000 live births",23.3
"2018",2597,"Neonatal mortality rate","Deaths per 1,000 live births",22.9
"2019",2597,"Neonatal mortality rate","Deaths per 1,000 live births",22.3
"2020",2597,"Neonatal mortality rate","Deaths per 1,000 live births",21.8
"2021",2597,"Neonatal mortality rate","Deaths per 1,000 live births",21.4
"2022",2597,"Neonatal mortality rate","Deaths per 1,000 live births",21
"2023",2597,"Neonatal mortality rate","Deaths per 1,000 live births",20.5
