"Year","Series_ID","Series","Unit","Value"
"2000",33,"Urban population living in slums","% of urban population",19.75
"2002",33,"Urban population living in slums","% of urban population",19.75
"2004",33,"Urban population living in slums","% of urban population",19.75
"2006",33,"Urban population living in slums","% of urban population",20.1
"2008",33,"Urban population living in slums","% of urban population",20.5
"2010",33,"Urban population living in slums","% of urban population",20.9
"2012",33,"Urban population living in slums","% of urban population",21.3
"2014",33,"Urban population living in slums","% of urban population",21.65
"2016",33,"Urban population living in slums","% of urban population",22
"2018",33,"Urban population living in slums","% of urban population",22.4
"2020",33,"Urban population living in slums","% of urban population",22.8
"2022",33,"Urban population living in slums","% of urban population",22.2687
