"Year","Series_ID","Series","Unit","Value"
"2004",1839,"Labour income share of GDP","% of GDP",39.9
"2005",1839,"Labour income share of GDP","% of GDP",36.3
"2006",1839,"Labour income share of GDP","% of GDP",33.3
"2007",1839,"Labour income share of GDP","% of GDP",32.8
"2008",1839,"Labour income share of GDP","% of GDP",34.4
"2009",1839,"Labour income share of GDP","% of GDP",32.9
"2010",1839,"Labour income share of GDP","% of GDP",32.2
"2011",1839,"Labour income share of GDP","% of GDP",33.9
"2012",1839,"Labour income share of GDP","% of GDP",33.1
"2013",1839,"Labour income share of GDP","% of GDP",33.2
"2014",1839,"Labour income share of GDP","% of GDP",31.3
"2015",1839,"Labour income share of GDP","% of GDP",32.5
"2016",1839,"Labour income share of GDP","% of GDP",32.7
"2017",1839,"Labour income share of GDP","% of GDP",33
"2018",1839,"Labour income share of GDP","% of GDP",33.6
"2019",1839,"Labour income share of GDP","% of GDP",32.6
"2020",1839,"Labour income share of GDP","% of GDP",34.1
