"Year","Series_ID","Series","Unit","Value"
"2010",462,"Resources made available to strengthen statistical capacities in developing countries","Million US dollars",2.738172
"2011",462,"Resources made available to strengthen statistical capacities in developing countries","Million US dollars",0.886904
"2012",462,"Resources made available to strengthen statistical capacities in developing countries","Million US dollars",0.404085
"2013",462,"Resources made available to strengthen statistical capacities in developing countries","Million US dollars",3.720306
"2014",462,"Resources made available to strengthen statistical capacities in developing countries","Million US dollars",0.326159
"2015",462,"Resources made available to strengthen statistical capacities in developing countries","Million US dollars",1.88602
"2016",462,"Resources made available to strengthen statistical capacities in developing countries","Million US dollars",0.254151
"2017",462,"Resources made available to strengthen statistical capacities in developing countries","Million US dollars",0.993018
"2018",462,"Resources made available to strengthen statistical capacities in developing countries","Million US dollars",0.365325
"2019",462,"Resources made available to strengthen statistical capacities in developing countries","Million US dollars",0.305766
"2020",462,"Resources made available to strengthen statistical capacities in developing countries","Million US dollars",0.231585
"2021",462,"Resources made available to strengthen statistical capacities in developing countries","Million US dollars",0.295044
