"Year","Series_ID","Series","Unit","Value"
"2020",2625,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, men (%)",31.3
"2021",2625,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, men (%)",28.4
"2000",2624,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, women (%)",26.4
"2001",2624,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, women (%)",27.2
"2002",2624,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, women (%)",28
"2003",2624,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, women (%)",28.8
"2004",2624,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, women (%)",29.6
"2005",2624,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, women (%)",30.4
"2006",2624,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, women (%)",30.52
"2007",2624,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, women (%)",30.64
"2008",2624,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, women (%)",30.76
"2009",2624,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, women (%)",30.88
"2010",2624,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, women (%)",31
"2011",2624,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, women (%)",31.2
"2012",2624,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, women (%)",31.4
"2013",2624,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, women (%)",31.6
"2014",2624,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, women (%)",31.8
"2015",2624,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, women (%)",30.8
"2019",2624,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, women (%)",30.1
"2020",2624,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, women (%)",29.1
"2021",2624,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, women (%)",28.6
