"Year","Series_ID","Series","Unit","Value"
"2000",2623,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability (%)",31.4
"2001",2623,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability (%)",32.12
"2002",2623,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability (%)",32.84
"2003",2623,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability (%)",33.56
"2004",2623,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability (%)",34.28
"2005",2623,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability (%)",35
"2006",2623,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability (%)",35.08
"2007",2623,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability (%)",35.16
"2008",2623,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability (%)",35.24
"2009",2623,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability (%)",35.32
"2010",2623,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability (%)",35.4
"2011",2623,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability (%)",35.6
"2012",2623,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability (%)",35.8
"2013",2623,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability (%)",36
"2014",2623,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability (%)",36.2
"2015",2623,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability (%)",30.9
"2019",2623,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability (%)",30.7
"2020",2623,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability (%)",30.3
"2021",2623,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability (%)",28.5
"2000",2625,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, men (%)",36.4
"2001",2625,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, men (%)",37.04
"2002",2625,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, men (%)",37.68
"2003",2625,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, men (%)",38.32
"2004",2625,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, men (%)",38.96
"2005",2625,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, men (%)",39.6
"2006",2625,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, men (%)",39.66
"2007",2625,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, men (%)",39.72
"2008",2625,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, men (%)",39.78
"2009",2625,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, men (%)",39.84
"2010",2625,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, men (%)",39.9
"2011",2625,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, men (%)",40.08
"2012",2625,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, men (%)",40.26
"2013",2625,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, men (%)",40.44
"2014",2625,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, men (%)",40.62
"2015",2625,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, men (%)",31
"2019",2625,"Mortality rate attributed to cardiovascular disease, cancer, diabetes, or chronic respiratory diseases","Probability, men (%)",31.2
