"Year","Series_ID","Series","Unit","Value"
"2000",2091,"Plant genetic resources accessions stored ex situ","Number",1200
"2005",2091,"Plant genetic resources accessions stored ex situ","Number",1337
"2010",2091,"Plant genetic resources accessions stored ex situ","Number",1387
"2012",2091,"Plant genetic resources accessions stored ex situ","Number",1443
"2014",2091,"Plant genetic resources accessions stored ex situ","Number",1470
"2016",2091,"Plant genetic resources accessions stored ex situ","Number",1569
"2017",2091,"Plant genetic resources accessions stored ex situ","Number",1627
"2018",2091,"Plant genetic resources accessions stored ex situ","Number",1628
"2019",2091,"Plant genetic resources accessions stored ex situ","Number",1630
"2020",2091,"Plant genetic resources accessions stored ex situ","Number",1975
"2021",2091,"Plant genetic resources accessions stored ex situ","Number",2569
"2022",2091,"Plant genetic resources accessions stored ex situ","Number",2940
