"Year","Series_ID","Series","Unit","Value"
"2000",469,"Total official flows for infrastructure, by recipient","Million 2022 US dollars",237.76635
"2001",469,"Total official flows for infrastructure, by recipient","Million 2022 US dollars",154.85326
"2002",469,"Total official flows for infrastructure, by recipient","Million 2022 US dollars",119.44185
"2003",469,"Total official flows for infrastructure, by recipient","Million 2022 US dollars",89.3745
"2004",469,"Total official flows for infrastructure, by recipient","Million 2022 US dollars",92.62211
"2005",469,"Total official flows for infrastructure, by recipient","Million 2022 US dollars",85.16891
"2006",469,"Total official flows for infrastructure, by recipient","Million 2022 US dollars",55.12999
"2007",469,"Total official flows for infrastructure, by recipient","Million 2022 US dollars",101.37353
"2008",469,"Total official flows for infrastructure, by recipient","Million 2022 US dollars",104.63227
"2009",469,"Total official flows for infrastructure, by recipient","Million 2022 US dollars",61.40656
"2010",469,"Total official flows for infrastructure, by recipient","Million 2022 US dollars",104.09426
"2011",469,"Total official flows for infrastructure, by recipient","Million 2022 US dollars",109.90001
"2012",469,"Total official flows for infrastructure, by recipient","Million 2022 US dollars",146.91555
"2013",469,"Total official flows for infrastructure, by recipient","Million 2022 US dollars",246.09241
"2014",469,"Total official flows for infrastructure, by recipient","Million 2022 US dollars",192.32342
"2015",469,"Total official flows for infrastructure, by recipient","Million 2022 US dollars",247.07585
"2016",469,"Total official flows for infrastructure, by recipient","Million 2022 US dollars",244.43001
"2017",469,"Total official flows for infrastructure, by recipient","Million 2022 US dollars",212.22216
"2018",469,"Total official flows for infrastructure, by recipient","Million 2022 US dollars",315.11049
"2019",469,"Total official flows for infrastructure, by recipient","Million 2022 US dollars",346.14325
"2020",469,"Total official flows for infrastructure, by recipient","Million 2022 US dollars",573.6979
"2021",469,"Total official flows for infrastructure, by recipient","Million 2022 US dollars",498.09368
"2022",469,"Total official flows for infrastructure, by recipient","Million 2022 US dollars",608.1723
