"Year","Series_ID","Series","Unit","Value"
"2000",4367,"Energy intensity level of primary energy (SDG)","Megajoules per unit of GDP in 2017 PPP",6.74
"2001",4367,"Energy intensity level of primary energy (SDG)","Megajoules per unit of GDP in 2017 PPP",7.24
"2002",4367,"Energy intensity level of primary energy (SDG)","Megajoules per unit of GDP in 2017 PPP",7.53
"2003",4367,"Energy intensity level of primary energy (SDG)","Megajoules per unit of GDP in 2017 PPP",7.28
"2004",4367,"Energy intensity level of primary energy (SDG)","Megajoules per unit of GDP in 2017 PPP",7.66
"2005",4367,"Energy intensity level of primary energy (SDG)","Megajoules per unit of GDP in 2017 PPP",7.56
"2006",4367,"Energy intensity level of primary energy (SDG)","Megajoules per unit of GDP in 2017 PPP",7.48
"2007",4367,"Energy intensity level of primary energy (SDG)","Megajoules per unit of GDP in 2017 PPP",8.69
"2008",4367,"Energy intensity level of primary energy (SDG)","Megajoules per unit of GDP in 2017 PPP",7.74
"2009",4367,"Energy intensity level of primary energy (SDG)","Megajoules per unit of GDP in 2017 PPP",7.47
"2010",4367,"Energy intensity level of primary energy (SDG)","Megajoules per unit of GDP in 2017 PPP",6.51
"2011",4367,"Energy intensity level of primary energy (SDG)","Megajoules per unit of GDP in 2017 PPP",6.8
"2012",4367,"Energy intensity level of primary energy (SDG)","Megajoules per unit of GDP in 2017 PPP",5.88
"2013",4367,"Energy intensity level of primary energy (SDG)","Megajoules per unit of GDP in 2017 PPP",6.27
"2014",4367,"Energy intensity level of primary energy (SDG)","Megajoules per unit of GDP in 2017 PPP",6.18
"2015",4367,"Energy intensity level of primary energy (SDG)","Megajoules per unit of GDP in 2017 PPP",6.11
"2016",4367,"Energy intensity level of primary energy (SDG)","Megajoules per unit of GDP in 2017 PPP",6.09
"2017",4367,"Energy intensity level of primary energy (SDG)","Megajoules per unit of GDP in 2017 PPP",5.73
"2018",4367,"Energy intensity level of primary energy (SDG)","Megajoules per unit of GDP in 2017 PPP",6.15
"2019",4367,"Energy intensity level of primary energy (SDG)","Megajoules per unit of GDP in 2017 PPP",6.12
"2020",4367,"Energy intensity level of primary energy (SDG)","Megajoules per unit of GDP in 2017 PPP",6.38
"2021",4367,"Energy intensity level of primary energy (SDG)","Megajoules per unit of GDP in 2017 PPP",6.54
