"Year","Series_ID","Series","Unit","Value"
"2000",520,"Red list index total","Index",0.90016
"2001",520,"Red list index total","Index",0.8966
"2002",520,"Red list index total","Index",0.89372
"2003",520,"Red list index total","Index",0.88984
"2004",520,"Red list index total","Index",0.88708
"2005",520,"Red list index total","Index",0.88343
"2006",520,"Red list index total","Index",0.88019
"2007",520,"Red list index total","Index",0.87698
"2008",520,"Red list index total","Index",0.87375
"2009",520,"Red list index total","Index",0.87106
"2010",520,"Red list index total","Index",0.86816
"2011",520,"Red list index total","Index",0.86459
"2012",520,"Red list index total","Index",0.86077
"2013",520,"Red list index total","Index",0.85775
"2014",520,"Red list index total","Index",0.85381
"2015",520,"Red list index total","Index",0.85067
"2016",520,"Red list index total","Index",0.84683
"2017",520,"Red list index total","Index",0.84282
"2018",520,"Red list index total","Index",0.83944
"2019",520,"Red list index total","Index",0.83637
"2020",520,"Red list index total","Index",0.83291
"2021",520,"Red list index total","Index",0.8286
"2022",520,"Red list index total","Index",0.82591
"2023",520,"Red list index total","Index",0.82248
"2024",520,"Red list index total","Index",0.81862
