"Year","Series_ID","Series","Unit","Value"
"2005",1159,"Deaths and missing persons attributed to disasters","Per 100,000 population",0.03
"2006",1159,"Deaths and missing persons attributed to disasters","Per 100,000 population",0.51
"2007",1159,"Deaths and missing persons attributed to disasters","Per 100,000 population",4.93
"2008",1159,"Deaths and missing persons attributed to disasters","Per 100,000 population",0.18
"2009",1159,"Deaths and missing persons attributed to disasters","Per 100,000 population",2.87
"2010",1159,"Deaths and missing persons attributed to disasters","Per 100,000 population",0.21
"2011",1159,"Deaths and missing persons attributed to disasters","Per 100,000 population",0.01
"2012",1159,"Deaths and missing persons attributed to disasters","Per 100,000 population",0.86
"2013",1159,"Deaths and missing persons attributed to disasters","Per 100,000 population",0.12
"2014",1159,"Deaths and missing persons attributed to disasters","Per 100,000 population",0.35
"2015",1159,"Deaths and missing persons attributed to disasters","Per 100,000 population",0.35
"2019",1159,"Deaths and missing persons attributed to disasters","Per 100,000 population",0.02
"2020",1159,"Deaths and missing persons attributed to disasters","Per 100,000 population",0.41
"2021",1159,"Deaths and missing persons attributed to disasters","Per 100,000 population",6.55
"2005",1175,"Directly affected persons attributed to disasters","Per 100,000 population",0.03
"2006",1175,"Directly affected persons attributed to disasters","Per 100,000 population",3.22
"2007",1175,"Directly affected persons attributed to disasters","Per 100,000 population",813.23
"2008",1175,"Directly affected persons attributed to disasters","Per 100,000 population",509.85
"2009",1175,"Directly affected persons attributed to disasters","Per 100,000 population",7.88
"2012",1175,"Directly affected persons attributed to disasters","Per 100,000 population",2.14
"2013",1175,"Directly affected persons attributed to disasters","Per 100,000 population",3.2
"2019",1175,"Directly affected persons attributed to disasters","Per 100,000 population",22.01
"2020",1175,"Directly affected persons attributed to disasters","Per 100,000 population",33.82
