Year,Series_ID,Series,Unit,Value
2023,7928,"Number of countries with an outward investment promotion scheme which can benefit developing countries, including LDCs",Yes (1)/No (0),0
2023,7929,"Number of countries with an outward investment promotion scheme which can benefit developing countries, including LDCs, Direct capital participation",Yes (1)/No (0),0
2023,7930,"Number of countries with an outward investment promotion scheme which can benefit developing countries, including LDCs, Fiscal/financial support",Yes (1)/No (0),0
2023,7931,"Number of countries with an outward investment promotion scheme which can benefit developing countries, including LDCs, Investment facilitation services",Yes (1)/No (0),0
2023,7932,"Number of countries with an outward investment promotion scheme which can benefit developing countries, including LDCs, Investment guarantees",Yes (1)/No (0),0
