Year,Series_ID,Series,Unit,Value
2000,2088,Domestic budget funded by domestic taxes,Percentage,62.6777787013303
2001,2088,Domestic budget funded by domestic taxes,Percentage,86.5080656655047
2002,2088,Domestic budget funded by domestic taxes,Percentage,83.5886693143934
2014,2088,Domestic budget funded by domestic taxes,Percentage,66.2096142771176
2015,2088,Domestic budget funded by domestic taxes,Percentage,65.070315767126
2016,2088,Domestic budget funded by domestic taxes,Percentage,62.0710385698281
2017,2088,Domestic budget funded by domestic taxes,Percentage,68.6302986588374
2018,2088,Domestic budget funded by domestic taxes,Percentage,64.929625983754
2019,2088,Domestic budget funded by domestic taxes,Percentage,60.528904440646
2020,2088,Domestic budget funded by domestic taxes,Percentage,50.5321603252097
